-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0
-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0
-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0
-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0
-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	32	-2	7	36	-2	7	68	-2	7	64	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0	-2	7	0
-2	7	36	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	102	3	1	10	3	2	10	-2	7	108	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	100	-2	7	68
0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	3	5	0	3	6	0	3	7	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	3	1	11	3	2	11	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	3	9	0	3	10	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	3	5	1	3	6	1	3	7	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	3	1	12	3	2	12	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	3	9	1	3	10	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	3	12	2	3	13	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	3	12	3	3	13	3	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
