-1	0	0	0	6	9	0	6	9	0	6	9	0	6	9	0	6	9	1	0	0	1	2	2	1	2	2	-1	0	0	-1	0	0	1	6	4	1	7	4	-1	0	0	-1	0	0	-1	0	0	-2	19	72	-2	19	34	-1	0	0	-1	0	0	-1	0	0	1	0	9	1	1	9	1	0	9	1	1	9	1	0	9	1	1	9	-1	0	0	-1	0	0	1	0	9	1	1	9	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	0	6	9	0	6	9	0	6	9	0	6	9	0	6	9	1	2	2	1	6	4	1	7	4	-1	0	0	-1	0	0	1	6	5	1	7	5	-1	0	0	1	6	4	1	7	4	-2	19	-56	-2	19	50	1	5	6	-1	0	0	-1	0	0	1	0	10	1	1	10	1	0	10	1	1	10	1	0	10	1	1	10	1	0	9	1	1	9	1	0	10	1	1	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	0	6	9	0	6	9	0	6	9	0	6	9	0	6	9	1	2	2	1	6	5	1	7	5	1	6	4	1	7	4	-1	0	0	-1	0	0	-1	0	0	1	6	5	1	7	5	-2	19	-56	-2	19	50	1	5	7	1	0	9	1	1	9	1	0	9	1	1	9	1	0	9	1	1	9	1	0	9	1	1	9	1	0	10	1	1	10	-1	0	0	1	0	9	1	1	9	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-2	73	9	-2	73	1	-2	73	1	-2	73	1	-2	73	3	1	2	2	1	2	2	-1	0	0	1	6	5	1	7	5	-1	0	0	1	6	4	1	7	4	-1	0	0	-1	0	0	-2	19	-56	-2	19	50	-1	0	0	1	0	10	1	1	10	1	0	10	1	1	10	1	0	10	1	1	10	1	0	10	1	1	10	-1	0	0	1	0	9	1	1	9	1	0	10	1	1	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-2	73	8	-2	73	0	-2	73	0	-2	73	0	-2	73	2	1	2	2	1	2	2	1	6	4	1	7	4	-1	0	0	-1	0	0	1	6	5	1	7	5	-1	0	0	1	5	6	-2	19	-56	-2	19	50	-1	0	0	-1	0	0	1	0	9	1	1	9	-1	0	0	1	0	9	1	1	9	-1	0	0	1	0	9	1	1	9	1	0	10	1	1	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-2	73	12	-2	73	4	-2	73	4	-2	73	4	-2	73	6	1	2	2	1	2	2	1	6	5	1	7	5	-1	0	0	1	6	4	1	7	4	-1	0	0	-1	0	0	1	5	7	-2	19	-56	-2	19	50	-1	0	0	-1	0	0	1	0	10	1	1	10	-1	0	0	1	0	10	1	1	10	-1	0	0	1	0	10	1	1	10	-1	0	0	1	0	9	1	1	9	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	19	-37	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	6	5	1	7	5	-1	0	0	-1	0	0	-1	0	0	-2	19	-120	-2	19	50	1	5	6	-1	0	0	1	0	9	1	1	9	-1	0	0	-1	0	0	1	0	9	1	1	9	1	0	9	1	1	9	-1	0	0	1	0	10	1	1	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	19	-4	-2	19	117	-2	19	-11	-2	19	-11	-2	19	-11	-2	19	-11	-2	19	-11	-2	19	-11	-2	19	-11	-2	19	-11	-2	19	-11	-2	19	-59	-2	19	-64	-2	19	50	1	5	7	-1	0	0	1	0	10	1	1	10	1	0	9	1	1	9	1	0	10	1	1	10	1	0	10	1	1	10	1	0	9	1	1	9	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	19	72	-2	19	50	-1	0	0	-1	0	0	1	0	9	1	1	9	1	0	10	1	1	10	-1	0	0	1	0	9	1	1	9	-1	0	0	1	0	10	1	1	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	19	-56	-2	19	50	-1	0	0	-1	0	0	1	0	10	1	1	10	-1	0	0	1	0	9	1	1	9	1	0	10	1	1	10	1	0	9	1	1	9	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
